Album,Album Artist,Album Rating,Album Rating Computed,Apple Music,Artist,Artwork Count,Bit Rate,Clean,Comments,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,Explicit,File Folder Count,Genre,Grouping,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Playlist Only,Protected,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
1984,Van Halen,100,,,Van Halen,1,256,,Encoded By rgFc (ICQ 5758811),,Rob Thomas & Itaal Shur,2017-07-28T18:21:36Z,2017-07-28T18:21:36Z,1,1,,5,Rock,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bruce%20Springsteen/Born%20in%20the%20U.S.A_/06%20I'm%20On%20Fire.m4p,,Jump,,E1A323DF352A355B,2,3608644165,2018-05-08T15:09:25Z,,,,100,,1983-12-01T08:00:00Z,44100,9401843,1,2017-10-13T06:21:06Z,1984,Chainsmokers,Van Halen,,Jump,241643,9,1542,2,Remote,1983
The Best of Simon & Garfunkel,Simon & Garfunkel,100,,,Simon & Garfunkel,1,256,,Encoded By rgFc (ICQ 5758811),,Paul Simon,2017-07-28T18:21:41Z,2017-07-28T18:21:41Z,1,1,,5,Singer/Songwriter,,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bruce%20Springsteen/Born%20in%20the%20U.S.A_/06%20I'm%20On%20Fire.m4p,,The Sound of Silence,,EAC31902BC19B53B,5,3607594071,2018-04-26T11:27:51Z,,,,100,,1965-09-13T07:00:00Z,44100,7070035,1,2017-10-03T08:55:51Z,Best of Simon & Garfunkel,Chainsmokers,Simon & Garfunkel,,Sound of Silence,185093,20,1544,1,Remote,1965
The Albums,Bon Jovi,100,,,Bon Jovi,1,256,,Encoded By rgFc (ICQ 5758811),,"Bon Jovi, Desmond Child & Richie Sambora",2017-07-28T18:21:59Z,2017-08-20T08:33:36Z,15,3,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Bon%20Jovi/The%20Albums/3-03%20Livin'%20On%20a%20Prayer.m4p,,Livin' On a Prayer,,B6187F62B74DFFB2,4,3591544659,2017-10-22T17:17:39Z,,,,100,,2014-10-21T07:00:00Z,44100,9210440,2,2017-12-11T09:03:36Z,Albums,Chainsmokers,Bon Jovi,,Livin' On a Prayer,249581,10,1546,3,File,1986
Britney - The Singles Collection (Deluxe Version) [Remastered],Britney Spears,100,,,Britney Spears,1,256,,Encoded By rgFc (ICQ 5758811),,Max Martin,2017-07-28T18:22:06Z,2017-08-21T17:50:24Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Britney%20Spears/Britney%20-%20The%20Singles%20Collection%20(Deluxe/01%20...Baby%20One%20More%20Time.m4p,,...Baby One More Time,,78FC00CC4C1C9381,3,3608376484,2018-05-05T12:48:04Z,,,,100,,2009-11-10T08:00:00Z,44100,7515664,1,2017-08-21T06:45:35Z,Britney - The Singles Collection (Deluxe Version) [Remastered],Chainsmokers,Britney Spears,,...Baby One More Time,211057,58,1548,1,File,1998
No Strings Attached,*NSYNC,100,,,*NSYNC,1,256,,Encoded By rgFc (ICQ 5758811),,"Max Martin, Rami & Andreas Carlsson",2017-07-28T18:22:15Z,2017-07-28T18:22:15Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Britney%20Spears/Britney%20-%20The%20Singles%20Collection%20(Deluxe/01%20...Baby%20One%20More%20Time.m4p,,It's Gonna Be Me,,91F25D349C3DA021,3,3600229907,2018-01-31T06:51:47Z,,,,100,,2000-03-21T08:00:00Z,44100,6978102,3,2018-05-05T19:01:26Z,No Strings Attached,Chainsmokers,*NSYNC,,It's Gonna Be Me,192427,12,1550,2,Remote,2000
A Night At the Opera (Deluxe Edition),Queen,100,,,Queen,1,256,,Encoded By rgFc (ICQ 5758811),,Freddie Mercury,2017-07-28T18:22:28Z,2017-08-16T17:10:03Z,2,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Queen/A%20Night%20At%20the%20Opera%20(Deluxe%20Edition)/1-11%20Bohemian%20Rhapsody.m4p,,Bohemian Rhapsody,,0F1EC1D766628D7F,1,3603785949,2018-03-13T10:39:09Z,,,,100,,1975-11-21T08:00:00Z,44100,12798156,3,2018-05-05T19:01:26Z,Night At the Opera (Deluxe Edition),Chainsmokers,Queen,,Bohemian Rhapsody,354319,12,1552,11,File,1975
Full Moon Fever,Tom Petty,100,,,Tom Petty,1,256,,Encoded By rgFc (ICQ 5758811),,Tom Petty & Jeff Lynne,2017-07-28T18:22:34Z,2017-07-28T18:22:34Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Queen/A%20Night%20At%20the%20Opera%20(Deluxe%20Edition)/1-11%20Bohemian%20Rhapsody.m4p,,Free Fallin',,A91DEE3C65429E54,4,3603798601,2018-03-13T14:10:01Z,,,,100,,1989-04-24T07:00:00Z,44100,9453796,1,2018-05-05T18:06:56Z,Full Moon Fever,Chainsmokers,Tom Petty,,Free Fallin',255712,12,1554,1,Remote,1989
Storyteller - The Complete Anthology: 1964-1990,Rod Stewart,100,,,Rod Stewart,1,256,,Encoded By rgFc (ICQ 5758811),,"Rod Stewart, J. Cregan and K. Savigar, Rod Stewart, Jim Cregan, Kevin Savigar, J. CREGAN & K. SAVIGAR",2017-07-28T18:22:44Z,2018-01-04T19:16:20Z,4,4,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Rod%20Stewart/Storyteller%20-%20The%20Complete%20Anthology_%2019/4-13%20Forever%20Young.m4p,,Forever Young,,58354EE12A6F5771,6,3609058131,2018-05-13T10:08:51Z,,,,100,,1989-11-01T08:00:00Z,44100,9443128,1,2018-01-04T20:16:07Z,Storyteller - The Complete Anthology: 1964-1990,Chainsmokers,Rod Stewart,,Forever Young,245106,16,1556,13,File,1989
Storyteller - The Complete Anthology: 1964-1990,Rod Stewart,100,,,Rod Stewart,1,256,,Encoded By rgFc (ICQ 5758811),,"Rod Stewart, Carmine Appice, Del Newman, Duane Hitchings, Rod Stewart, Carmine Appice & Duane Hitchings",2017-07-28T18:22:59Z,2017-07-28T18:22:59Z,4,3,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Rod%20Stewart/Storyteller%20-%20The%20Complete%20Anthology_%2019/4-13%20Forever%20Young.m4p,,Da Ya Think I'm Sexy?,,0DCCC8F263C23F3D,5,3605161388,2018-03-29T07:43:08Z,,,,100,,1978-11-10T08:00:00Z,44100,11416511,1,2018-01-04T20:16:07Z,Storyteller - The Complete Anthology: 1964-1990,Chainsmokers,Rod Stewart,,Da Ya Think I'm Sexy?,330000,15,1558,12,Remote,1978
Fly,Dixie Chicks,100,,,Dixie Chicks,1,256,,Encoded By rgFc (ICQ 5758811),,Martha Eleanor Seidel Maguire & Marcus Hummon,2017-07-28T18:23:10Z,2017-07-28T18:23:10Z,1,1,,5,Country,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Rod%20Stewart/Storyteller%20-%20The%20Complete%20Anthology_%2019/4-13%20Forever%20Young.m4p,,Cowboy Take Me Away,,3FF12730442FC2FD,3,3603454252,2018-03-09T14:30:52Z,,,,100,,1999-08-31T07:00:00Z,44100,10201963,1,2018-01-04T20:16:07Z,Fly,Chainsmokers,Dixie Chicks,,Cowboy Take Me Away,291074,13,1560,3,Remote,1999
Ultimate Alabama 20 #1 Hits,Alabama,100,,,Alabama,1,256,,Encoded By rgFc (ICQ 5758811),,Bob McDill,2017-07-28T18:23:16Z,2018-03-04T20:21:18Z,1,1,,5,Country,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,Song of the South,,11EA2347533AC50C,15,3602928467,2018-03-03T12:27:47Z,,,,100,,2004-10-08T07:00:00Z,44100,6808543,1,2018-01-04T20:16:07Z,Ultimate Alabama 20 #1 Hits,Chainsmokers,Alabama,,Song of the South,190746,20,1562,7,File,1988
All the Hits and All New Love Songs,Kenny Rogers,100,,,Kenny Rogers,1,256,,Encoded By rgFc (ICQ 5758811),,Bob McDill,2017-07-28T18:23:22Z,2017-07-28T18:23:22Z,2,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,The Gambler,,10BC41210126CBA1,2,3599835373,2018-01-26T17:16:13Z,,,,100,,1978-11-15T08:00:00Z,44100,7495133,2,2017-09-21T13:27:24Z,All the Hits and All New Love Songs,Chainsmokers,Kenny Rogers,,Gambler,211507,20,1564,2,Remote,1978
Original Album Classics,Backstreet Boys,100,,,Backstreet Boys,1,256,,Encoded By rgFc (ICQ 5758811),,Andreas Carlsson & Max Martin,2017-07-28T18:23:43Z,2017-07-28T18:23:43Z,5,2,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,I Want It That Way,,0A98FA4DAC572ED1,3,3603790290,2018-03-13T11:51:30Z,,,,100,,1999-04-12T07:00:00Z,44100,7655364,2,2017-09-21T13:27:24Z,Original Album Classics,Chainsmokers,Backstreet Boys,,I Want It That Way,213307,12,1566,2,Remote,1999
The Very Best of Chicago: Only the Beginning,Chicago,100,,,Chicago,1,256,,Encoded By rgFc (ICQ 5758811),,David Foster & Peter Cetera,2017-07-28T18:25:16Z,2017-07-28T18:25:16Z,2,2,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,You're the Inspiration,,93A768454425C9EF,6,3596279263,2017-12-16T13:27:43Z,,,,100,,1984-05-14T07:00:00Z,44100,8286233,1,2018-01-22T09:23:50Z,Very Best of Chicago: Only the Beginning,Chainsmokers,Chicago,,You're the Inspiration,230737,20,1568,10,Remote,1984
The Very Best of Chicago: Only the Beginning,Chicago,100,,,Chicago,1,256,,Encoded By rgFc (ICQ 5758811),,"David Foster, Richard Baskin & Tom Keane",2017-07-28T18:25:26Z,2017-07-28T18:25:26Z,2,2,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,Will You Still Love Me? (Single Version),,05877408D4660CC1,1,3604587161,2018-03-22T17:12:41Z,,,,100,,1986-09-29T07:00:00Z,44100,9350917,1,2018-01-29T09:43:30Z,Very Best of Chicago: Only the Beginning,Chainsmokers,Chicago,,Will You Still Love Me? (Single Version),253667,20,1570,12,Remote,1986
No End In Sight: The Very Best of Foreigner (Remastered),Foreigner,100,,,Foreigner,1,256,,Encoded By rgFc (ICQ 5758811),,Mick Jones,2017-07-28T18:25:47Z,2017-07-28T18:25:47Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,I Want to Know What Love Is,,DB9FB05CF40CD55F,8,3603174983,2018-03-06T08:56:23Z,,,,100,,1984-11-13T08:00:00Z,44100,10439833,1,2018-01-29T09:43:30Z,No End In Sight: The Very Best of Foreigner (Remastered),Chainsmokers,Foreigner,,I Want to Know What Love Is,301107,32,1572,17,Remote,1984
The Ultimate Collection,John Denver,100,,,John Denver,1,256,,Encoded By rgFc (ICQ 5758811),,"John Denver, Bill Danoff, Mary Danoff & T. Nivert Danoff",2017-07-28T18:26:02Z,2017-07-28T18:26:02Z,1,1,,5,Country,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,"Take Me Home, Country Roads",,B13BCEB1FBCCF5EE,5,3590381730,2017-10-09T06:15:30Z,,,,100,,1971-05-01T07:00:00Z,44100,6810673,1,2017-10-02T17:53:22Z,Ultimate Collection,Chainsmokers,John Denver,,"Take Me Home, Country Roads",192987,19,1574,2,Remote,1971
"Greatest Hits, Vol. 1",James Taylor,100,,,James Taylor,1,256,,Encoded By rgFc (ICQ 5758811),,Carole King,2017-07-28T18:26:22Z,2017-07-28T18:26:22Z,1,1,,5,Singer/Songwriter,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,You've Got a Friend,,46BC0955EA8C2908,3,3610571170,2018-05-30T22:26:10Z,,,,100,,1971-05-01T07:00:00Z,44100,10240155,1,2017-11-20T09:11:28Z,"Greatest Hits, Vol. 1",Chainsmokers,James Taylor,,You've Got a Friend,268707,12,1576,6,Remote,1971
The Very Best of The Doors,The Doors,100,,,The Doors,1,256,,Encoded By rgFc (ICQ 5758811),,"The Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",2017-07-28T18:26:54Z,2017-07-28T18:26:54Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,Light My Fire,,8E36F045CFAE8C9F,3,3610571170,2018-05-30T22:26:10Z,,,,100,,1967-01-04T08:00:00Z,44100,16384049,1,2018-01-08T09:16:49Z,Very Best of The Doors,Doors,Doors,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Light My Fire,412280,34,1578,5,Remote,1967
"The Best of What's Around, Vol. 1",Dave Matthews Band,100,,,Dave Matthews Band,1,256,,Encoded By rgFc (ICQ 5758811),,"The Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",2017-07-28T18:27:17Z,2017-07-28T18:27:17Z,2,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,Crash Into Me,,9B5EC12F7E7E0201,2,3607348113,2018-04-23T15:08:33Z,,,,100,,2006-11-07T08:00:00Z,44100,12385555,1,2017-10-09T14:07:58Z,"Best of What's Around, Vol. 1",Doors,Dave Matthews Band,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Crash Into Me,316318,12,1580,3,Remote,2006
Ultimate Kenny G,Kenny G,100,,,Kenny G,1,256,,Encoded By rgFc (ICQ 5758811),,Kenny G,2017-07-28T18:31:14Z,2017-07-28T18:31:14Z,1,1,,5,Jazz,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,Songbird,,DEB81A6838124816,1,3588001013,2017-09-11T16:56:53Z,,,,100,,1986-01-01T08:00:00Z,44100,8408283,1,2017-10-09T14:07:58Z,Ultimate Kenny G,Doors,Kenny G,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Songbird,235800,19,1582,11,Remote,1986
Right Or Wrong,George Strait,100,,,George Strait,1,256,,Encoded By rgFc (ICQ 5758811),,"Glen Ballard, Kerry Chater & Rory Michael Bourke",2017-07-28T18:31:43Z,2017-07-28T18:31:43Z,1,1,,5,Country,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,You Look So Good In Love,,B5A7264C0ACC26AE,3,3596216923,2017-12-15T20:08:43Z,,,,100,,1983-09-22T07:00:00Z,44100,7538571,1,2017-12-11T20:01:01Z,Right Or Wrong,Doors,George Strait,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",You Look So Good In Love,193747,10,1584,1,Remote,1983
Second Helping,Lynyrd Skynyrd,100,,,Lynyrd Skynyrd,1,256,,Encoded By rgFc (ICQ 5758811),,"Edward King, Gary Rossington & Ronnie Van Zant",2017-07-28T18:32:44Z,2017-07-28T18:32:44Z,1,1,,5,Rock,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,Sweet Home Alabama,,D80449D1C87A93C6,1,3586491225,2017-08-25T05:33:45Z,,,,100,,1974-01-01T08:00:00Z,44100,10281493,1,2017-12-11T20:01:01Z,Second Helping,Doors,Lynyrd Skynyrd,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Sweet Home Alabama,283589,8,1586,1,Remote,1974
"WWE: The Music, The Beginning (Volumes 1-5)",Various Artists,100,,,Jim Johnston,1,256,,Encoded By rgFc (ICQ 5758811),,"Edward King, Gary Rossington & Ronnie Van Zant",2017-07-28T18:47:35Z,2017-07-28T18:47:35Z,5,3,,5,Soundtrack,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/Alabama/Ultimate%20Alabama%2020%20%231%20Hits/07%20Song%20of%20the%20South.m4p,,D-Generation X,,7D79735CFB13304F,31,3611840572,2018-06-14T15:02:52Z,,,,100,,2012-07-16T07:00:00Z,44100,6128443,1,2017-12-11T20:01:01Z,"WWE: The Music, The Beginning (Volumes 1-5)",Doors,Jim Johnston,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",D-Generation X,170347,16,1588,10,Remote,2012
Troubadour (Champion Edition),K'naan,100,,,K'naan,1,256,,Encoded By rgFc (ICQ 5758811),,"Keinan Abdi Warsame, Bruno Mars, P. Lawrence & J. Daval",2017-07-28T18:56:18Z,2018-01-04T19:04:44Z,1,1,,5,Hip Hop/Rap,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/K'naan/Troubadour%20(Champion%20Edition)/07%20Wavin'%20Flag.m4p,,Wavin' Flag,,CC2CA7AF0B4C5CF2,30,3608631066,2018-05-08T11:31:06Z,,,,100,,2010-01-01T08:00:00Z,44100,7842850,1,2017-12-11T20:01:01Z,Troubadour (Champion Edition),Doors,K'naan,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Wavin' Flag,220520,17,1590,7,File,2009
Fără Lacrimi,Akcent,100,,,Akcent,1,256,,Encoded By rgFc (ICQ 5758811),,Adrian Sina & Eduard Ilie,2017-07-28T18:57:37Z,2017-07-28T18:57:37Z,1,1,,5,Pop,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/K'naan/Troubadour%20(Champion%20Edition)/07%20Wavin'%20Flag.m4p,,That's My Name,,2E64C1252473CD9C,8,3609165213,2018-05-14T15:53:33Z,,,,100,,2009-02-02T08:00:00Z,44100,11713409,1,2018-01-26T19:53:13Z,Fără Lacrimi,Doors,Akcent,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",That's My Name,341400,14,1592,2,Remote,2009
Feeling ( Radio Version ) [feat. Yohana] - Single,Edward Maya,100,,,Edward Maya,1,256,,Encoded By rgFc (ICQ 5758811),,Adrian Sina & Eduard Ilie,2017-07-28T19:00:05Z,2017-07-28T19:00:05Z,1,1,,5,Electronic,Slippery When Wet,Apple Music AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Apple%20Music/K'naan/Troubadour%20(Champion%20Edition)/07%20Wavin'%20Flag.m4p,,Feeling ( Radio Version ) [feat. Yohana],,5D3FCF856C429A3A,2,3602342935,2018-02-24T17:48:55Z,,,,100,,2013-12-16T08:00:00Z,44100,6420295,1,2018-01-26T19:53:13Z,Feeling ( Radio Version ) [feat. Yohana] - Single,Doors,Edward Maya,"Doors, Jim Morrison, John Paul Densmore, Raymond Manzarek, Robert Krieger, Jim Morrison, John Densmore, Ray Manzarek & Robby Krieger",Feeling ( Radio Version ) [feat. Yohana],178169,1,1594,1,Remote,2013
