Album,Album Artist,Album Rating,Album Rating Computed,Artist,Artwork Count,Bit Rate,Clean,Compilation,Composer,Date Added,Date Modified,Disc Count,Disc Number,File Folder Count,Genre,Kind,Library Folder Count,Location,Loved,Name,Part Of Gapless Album,Persistent ID,Play Count,Play Date,Play Date UTC,Purchased,Rating,Rating Computed,Release Date,Sample Rate,Size,Skip Count,Skip Date,Sort Album,Sort Album Artist,Sort Artist,Sort Composer,Sort Name,Total Time,Track Count,Track ID,Track Number,Track Type,Year
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eddie Boyd & Willie Dixon,2016-01-24T18:03:58Z,2017-08-09T18:22:30Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/39%20Third%20Degree.m4a,,Third Degree,,ED31CFC37FBD49FA,25,3608375122,2018-05-05T12:25:22Z,,80,,2015-04-28T07:00:00Z,44100,10761250,6,2017-11-27T17:42:30Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Third Degree,310800,51,2176,39,File,1994
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eddie Boyd & Willie Dixon,2016-01-24T18:03:58Z,2017-08-09T18:22:30Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/40%20Motherless%20Child.m4a,,Motherless Child,,B11F65F451F5F3A8,32,3602145299,2018-02-22T10:54:59Z,,80,,2015-04-28T07:00:00Z,44100,6875391,3,2018-01-05T09:24:28Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Motherless Child,176906,51,2178,40,File,1994
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Eddie Boyd & Willie Dixon,2016-01-24T18:03:58Z,2017-08-09T18:22:29Z,1,1,5,Blues,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/42%20Ramblin'%20On%20My%20Mind.m4a,,Ramblin' On My Mind,,2F0B34CCC209DA0B,22,3589987113,2017-10-04T16:38:33Z,,80,,2015-04-28T07:00:00Z,44100,5838049,3,2018-01-05T09:24:28Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Ramblin' On My Mind,163840,51,2180,42,File,2004
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Robert Johnson,2016-01-24T18:03:58Z,2017-08-09T18:22:30Z,1,1,5,Blues,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/43%20Stop%20Breakin'%20Down%20Blues.m4a,,Stop Breakin' Down Blues,,2F0B34CCC209DA1F,23,3603722738,2018-03-12T17:05:38Z,,80,,2015-04-28T07:00:00Z,44100,5623519,5,2018-01-05T09:24:28Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Stop Breakin' Down Blues,150440,51,2182,43,File,2004
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Sleepy John Estes,2016-01-24T18:03:58Z,2017-08-09T18:22:31Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/44%20Everybody%20Oughta%20Make%20a%20Change.m4a,,Everybody Oughta Make a Change,,D981F6CE01625430,27,3608394469,2018-05-05T17:47:49Z,,80,,2015-04-28T07:00:00Z,44100,7068170,3,2017-08-30T16:54:49Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Everybody Oughta Make a Change,197933,51,2184,44,File,1983
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Robert Johnson,2016-01-24T18:03:58Z,2017-08-09T18:22:31Z,1,1,5,Blues,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/45%20Sweet%20Home%20Chicago.m4a,,Sweet Home Chicago,,485F2591AFD968CE,25,3608394469,2018-05-05T17:47:49Z,,80,,2015-04-28T07:00:00Z,44100,12425315,5,2017-08-30T16:54:49Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Sweet Home Chicago,316813,51,2186,45,File,2004
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,James Oden & Robert Johnson,2016-01-24T18:03:58Z,2017-08-09T18:22:31Z,1,1,5,Blues,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/46%20If%20I%20Had%20Possession%20Over%20Judgemen.m4a,,If I Had Possession Over Judgement Day,,DD3ADE3AC8AE592C,27,3585636546,2017-08-15T08:09:06Z,,80,,2015-04-28T07:00:00Z,44100,7727051,5,2017-08-30T16:54:49Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,If I Had Possession Over Judgement Day,207640,51,2188,46,File,2004
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Lane Hardin,2016-01-24T18:03:58Z,2017-08-09T18:22:31Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/47%20Hard%20Times%20Blues.m4a,,Hard Times Blues,,2F0B34CCC209DA23,24,3595874227,2017-12-11T20:57:07Z,,80,,2015-04-28T07:00:00Z,44100,7972221,3,2017-08-30T16:54:49Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Hard Times Blues,222280,51,2190,47,File,2010
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Howard Biggs & Joe Thomas,2016-01-24T18:03:58Z,2017-08-09T18:22:31Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/48%20Got%20You%20On%20My%20Mind.m4a,,Got You On My Mind,,2F0B34CCC209DA2A,22,3605030771,2018-03-27T19:26:11Z,,80,,2015-04-28T07:00:00Z,44100,10234110,3,2018-01-05T14:22:35Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Got You On My Mind,270186,51,2192,48,File,2001
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Sonny Thompson,2016-01-24T18:03:58Z,2017-08-09T18:22:31Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/49%20I'm%20Tore%20Down.m4a,,I'm Tore Down,,D153E440BBCEBD2C,21,3608633384,2018-05-08T12:09:44Z,,80,,2015-04-28T07:00:00Z,44100,6687470,5,2017-10-05T04:21:13Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,I'm Tore Down,183373,51,2194,49,File,1994
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton,1,256,,,Robert Johnson,2016-01-24T18:03:58Z,2017-08-09T18:22:31Z,1,1,5,Blues,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/50%20Milkcow's%20Calf%20Blues.m4a,,Milkcow's Calf Blues,,A1BD5DEB1C93B6CE,32,3603096063,2018-03-05T11:01:03Z,,80,,2015-04-28T07:00:00Z,44100,8362655,2,2017-10-05T04:21:13Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton,Ellas McDaniel,Milkcow's Calf Blues,229293,51,2196,50,File,2004
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton & B.B. King,1,256,,,John Hiatt,2016-01-24T18:03:58Z,2017-08-09T18:22:26Z,1,1,5,R&B/Soul,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/16%20Riding%20With%20the%20King.m4a,,Riding With the King,,5905B76547468CCA,50,3608458272,2018-05-06T11:31:12Z,,80,,2015-04-28T07:00:00Z,44100,10300631,4,2017-10-30T08:37:46Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton & B.B. King,Ellas McDaniel,Riding With the King,263293,51,2198,16,File,2000
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton & B.B. King,1,256,,,David Porter & Isaac Hayes,2016-01-24T18:03:58Z,2017-08-09T18:22:29Z,1,1,5,Blues,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/35%20Hold%20On%20I'm%20Coming.m4a,,Hold On I'm Coming,,B6F099DBD4050BE5,26,3590573610,2017-10-11T11:33:30Z,,80,,2015-04-28T07:00:00Z,44100,14393956,2,2017-10-30T08:37:46Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton & B.B. King,Ellas McDaniel,Hold On I'm Coming,379226,51,2200,35,File,2000
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton & B.B. King,1,256,,,Charles Seger & Big Bill Broonzy,2016-01-24T18:03:58Z,2017-08-09T18:22:31Z,1,1,5,Blues,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/51%20Key%20to%20the%20Highway.m4a,,Key to the Highway,,2F0B34CCC209DA27,17,3590573610,2017-10-11T11:33:30Z,,80,,2015-04-28T07:00:00Z,44100,8751274,7,2018-01-10T19:42:26Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton & B.B. King,Ellas McDaniel,Key to the Highway,219813,51,2202,51,File,2000
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton & J.J. Cale,1,256,,,J.J. Cale,2016-01-24T18:03:58Z,2017-08-09T18:22:25Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/10%20Anyway%20the%20Wind%20Blows.m4a,,Anyway the Wind Blows,,300D63DE211F83E2,24,3587293648,2017-09-03T12:27:28Z,,80,,2015-04-28T07:00:00Z,44100,8723403,10,2018-01-10T19:42:26Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton & J.J. Cale,Ellas McDaniel,Anyway the Wind Blows,236280,51,2204,10,File,2006
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton & J.J. Cale,1,256,,,Brownie McGhee,2016-01-24T18:03:58Z,2017-08-09T18:22:30Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/41%20Sportin'%20Life%20Blues.m4a,,Sportin' Life Blues,,E282F8F12AA4A7ED,26,3587293648,2017-09-03T12:27:28Z,,80,,2015-04-28T07:00:00Z,44100,8346927,4,2018-01-10T19:42:26Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton & J.J. Cale,Ellas McDaniel,Sportin' Life Blues,211293,51,2206,41,File,2006
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton & Steve Winwood,1,256,,,Buddy Miles,2016-01-24T18:03:58Z,2017-08-09T18:22:30Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/28%20Them%20Changes%20(Live).m4a,,Them Changes (Live),,58335622119390A1,21,3602928766,2018-03-03T12:32:46Z,,80,,2015-04-28T07:00:00Z,44100,10480052,9,2018-02-18T20:32:19Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton & Steve Winwood,Ellas McDaniel,Them Changes (Live),298773,51,2208,28,File,2015
Forever Man: The Best of Eric Clapton (Deluxe Edition),Eric Clapton,80,,Eric Clapton & Steve Winwood,1,256,,,Eric Clapton,2016-01-24T18:03:58Z,2017-08-09T18:22:30Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Eric%20Clapton/Forever%20Man_%20The%20Best%20of%20Eric%20Clapton%20(D/29%20Presence%20of%20the%20Lord%20(Live).m4a,,Presence of the Lord (Live),,240145B34AB176AC,30,3587485128,2017-09-05T17:38:48Z,,80,,2015-04-28T07:00:00Z,44100,10860444,3,2018-02-18T20:32:19Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton & Steve Winwood,Ellas McDaniel,Presence of the Lord (Live),311026,51,2210,29,File,2015
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Mark Knopfler,2016-02-04T05:25:23Z,2016-04-24T01:07:13Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/01%20Sultans%20of%20Swing.m4a,,Sultans of Swing,,FC6B052BE79F12BD,21,3573474199,2017-03-27T13:43:19Z,,80,,1998-01-01T08:00:00Z,44100,12183369,3,2018-04-16T21:17:39Z,Forever Man: The Best of Eric Clapton (Deluxe Edition),,Eric Clapton & Steve Winwood,Ellas McDaniel,Presence of the Lord (Live),346572,16,2212,1,File,1998
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Mark Knopfler,2016-02-04T05:25:23Z,2017-08-09T18:22:27Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/02%20Lady%20Writer.m4a,,Lady Writer,,578B1288F1E8C769,37,3593520000,2017-11-14T15:00:00Z,,80,,1998-01-01T08:00:00Z,44100,8385513,4,2018-01-05T09:14:45Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,Mark Knopfler,Lady Writer,226133,16,2214,2,File,1979
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Mark Knopfler,2016-02-04T05:25:23Z,2017-08-05T20:11:55Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/03%20Romeo%20and%20Juliet.m4a,,Romeo and Juliet,,578B1288F1E8C765,23,3599817885,2018-01-26T12:24:45Z,,80,,1998-01-01T08:00:00Z,44100,12706392,2,2017-10-30T22:36:33Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,Mark Knopfler,Lady Writer,363012,16,2216,3,File,1998
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,"Richard Rodgers, Mark Knopfler & Oscar Hammerstein II",2016-02-04T05:25:23Z,2017-08-09T18:22:27Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/04%20Tunnel%20of%20Love.m4a,,Tunnel of Love,,578B1288F1E8C766,28,3598208719,2018-01-07T21:25:19Z,,80,,1998-01-01T08:00:00Z,44100,16895757,6,2018-02-15T18:57:40Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,"Richard Rodgers, Mark Knopfler & Oscar Hammerstein II",Tunnel of Love,490903,16,2218,4,File,1980
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Mark Knopfler,2016-02-04T05:25:23Z,2017-08-05T20:11:55Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/05%20Private%20Investigations.m4a,,Private Investigations,,578B1288F1E8C767,17,3596143046,2017-12-14T23:37:26Z,,80,,1998-01-01T08:00:00Z,44100,13070398,2,2018-02-15T18:57:40Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,"Richard Rodgers, Mark Knopfler & Oscar Hammerstein II",Tunnel of Love,351133,16,2220,5,File,1998
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Mark Knopfler,2016-02-04T05:25:23Z,2017-08-09T18:22:27Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/06%20Twisting%20By%20the%20Pool.m4a,,Twisting By the Pool,,578B1288F1E8C763,23,3608311944,2018-05-04T18:52:24Z,,80,,1998-01-01T08:00:00Z,44100,7551353,3,2017-09-28T12:58:50Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,Mark Knopfler,Twisting By the Pool,211733,16,2222,6,File,1983
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Sting & Mark Knopfler,2016-02-04T05:25:23Z,2017-08-09T18:22:27Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/09%20Money%20for%20Nothing.m4a,,Money for Nothing,,578B1288F1E8C761,31,3601644781,2018-02-16T15:53:01Z,,80,,1998-01-01T08:00:00Z,44100,8860498,2,2017-09-28T12:58:50Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,Sting & Mark Knopfler,Money for Nothing,246840,16,2224,9,File,1988
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Mark Knopfler,2016-02-04T05:25:23Z,2017-08-05T20:11:55Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/11%20Walk%20of%20Life.m4a,,Walk of Life,,578B1288F1E8C75D,19,3585888204,2017-08-18T06:03:24Z,,80,,1998-01-01T08:00:00Z,44100,8704778,5,2018-02-23T09:09:30Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,Sting & Mark Knopfler,Money for Nothing,249284,16,2226,11,File,1998
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Mark Knopfler,2016-02-04T05:25:23Z,2017-08-09T18:22:27Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/12%20Calling%20Elvis.m4a,,Calling Elvis,,578B1288F1E8C75E,24,3587488287,2017-09-05T18:31:27Z,,80,,1998-01-01T08:00:00Z,44100,9636086,1,2018-02-23T09:09:30Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,Mark Knopfler,Calling Elvis,277706,16,2228,12,File,1991
Sultans of Swing - The Very Best of Dire Straits,Dire Straits,80,,Dire Straits,1,256,,,Mark Knopfler,2016-02-04T05:25:23Z,2017-08-09T18:22:27Z,1,1,5,Rock,Purchased AAC audio file,1,file://localhost/C:/Users/Leo/Music/iTunes/iTunes%20Media/Music/Dire%20Straits/Sultans%20of%20Swing%20-%20The%20Very%20Best%20of%20Dire/13%20Heavy%20Fuel.m4a,,Heavy Fuel,,578B1288F1E8C75F,60,3587488287,2017-09-05T18:31:27Z,,80,,1998-01-01T08:00:00Z,44100,10446074,8,2017-10-01T11:44:03Z,Sultans of Swing - The Very Best of Dire Straits,,Dire Straits,Mark Knopfler,Heavy Fuel,295600,16,2230,13,File,1991
